InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C100334,SKU-DRY-002,Extra Virgin Olive Oil 750ml,-3,2024/03/25,16.04,CUST-1101,Canada
100335,SKU-BEV-002,Organic Green Tea 500ml,5,03/04/2024 09:00,2.5,CUST-1379,France
100335,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,05/10/2024 09:00,12.44,CUST-1003,Canada
100335,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,09-03-2024 07:00,5.65,CUST-1359,France
100336,SKU-FRZ-001,,6,2024-11-17 18:00:00,5.0,CUST-1289,Australia
100336,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,2024-11-16 17:00:00,4.32,CUST-1080,United Kingdom
100336,SKU-BEV-003,Sparkling Mineral Water 1L,3,03-05-2024 23:00,1.61,CUST-1465,Australia
C100337,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,-7,18-01-2024 15:00,5.34,CUST-1390,Australia
100337,SKU-BEV-002,Organic Green Tea 500ml,6,11-01-2024 04:00,2.85,CUST-1438,Canada
100337,SKU-PER-001,Antibacterial Hand Soap 300ml,5,01-01-2024 11:00,3.94,CUST-1342,Canada
100338,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,05/13/2024 23:00,7.36,CUST-1206,Australia
100338,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,06/20/2024 02:00,3.18,CUST-1452,United Kingdom
100338,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,2024-04-09 03:00:00,3.42,,United Kingdom
100339,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,2024/01/08,3.42,CUST-1109,Germany
100339,SKU-BEV-002,Organic Green Tea 500ml,9,09-07-2024 16:00,2.31,CUST-1339,Germany
100339,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,13-02-2024 02:00,5.56,CUST-1061,Germany
100340,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,2024/07/28,2.88,CUST-1481,Australia
100340,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,2024-05-31 10:00:00,6.55,CUST-1024,Germany
100340,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,12/28/2024 09:00,3.5,CUST-1384,Australia
100341,SKU-PER-001,Antibacterial Hand Soap 300ml,4,10/16/2024 11:00,4.82,CUST-1457,Germany
100341,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024-01-01 05:00:00,5.18,CUST-1030,United Kingdom
100341,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,04/19/2024 09:00,6.34,CUST-1115,Germany
100342,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,03/25/2024 06:00,12.12,CUST-1268,France
100342,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,26-10-2024 04:00,3.09,CUST-1368,Germany
100342,SKU-BEV-001,Cold Brew Coffee 250ml,6,17-09-2024 10:00,4.09,CUST-1388,Australia
100343,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,09/04/2024 12:00,4.28,CUST-1442,France
100343,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,20-06-2024 19:00,5.48,CUST-1124,United Kingdom
100343,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,2024-06-30 10:00:00,9.95,CUST-1445,Canada
100344,SKU-BEV-002,Organic Green Tea 500ml,2,2024-03-08 07:00:00,2.39,CUST-1201,United States
100344,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024/10/27,5.65,CUST-1342,United Kingdom
100344,SKU-BEV-001,Cold Brew Coffee 250ml,5,2024-08-12 13:00:00,3.43,CUST-1349,United Kingdom
100345,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,02-02-2024 15:00,4.64,CUST-1280,France
100345,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024/04/27,3.4,CUST-1424,France
100345,SKU-DRY-001,Basmati Long Grain Rice 5kg,10,2024/08/01,11.83,CUST-1224,United Kingdom
100346,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,2024-01-11 20:00:00,3.3,CUST-1091,France
100346,SKU-BEV-002,Organic Green Tea 500ml,6,2024/03/02,2.37,CUST-1432,Germany
100346,SKU-BEV-002,Organic Green Tea 500ml,5,08/09/2024 01:00,2.53,CUST-1426,United Kingdom
100347,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,10/27/2024 14:00,3.41,CUST-1284,Australia
100347,SKU-BEV-003,Sparkling Mineral Water 1L,7,2024/12/20,2.05,CUST-1411,Canada
100347,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,09-06-2024 05:00,5.07,CUST-1407,United Kingdom
100348,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,2024/12/12,5.26,CUST-1499,United Kingdom
100348,SKU-PER-001,Antibacterial Hand Soap 300ml,5,2024/02/06,4.17,CUST-1286,Germany
100348,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,2024-04-10 22:00:00,4.15,CUST-1365,Canada
100349,SKU-BEV-003,Sparkling Mineral Water 1L,4,09/27/2024 12:00,1.9,CUST-1260,United Kingdom
100349,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,2024-08-02 16:00:00,10.75,,Canada
100349,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,05/12/2024 20:00,4.46,CUST-1373,United States
100350,SKU-DRY-001,Basmati Long Grain Rice 5kg,6,2024/09/21,14.34,CUST-1220,Canada
100350,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,10/01/2024 00:00,5.71,CUST-1010,United States
100350,SKU-BEV-001,Cold Brew Coffee 250ml,7,2024-09-11 17:00:00,0.0,CUST-1014,Australia
100351,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,02/17/2024 08:00,5.88,CUST-1467,Germany
100351,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,10/27/2024 20:00,4.71,CUST-1406,Germany
100351,SKU-BEV-002,Organic Green Tea 500ml,6,08/26/2024 06:00,2.19,CUST-1172,France
100352,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,2024-11-01 18:00:00,12.0,CUST-1406,Germany
100352,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,2024-11-23 23:00:00,5.01,CUST-1267,Australia
100352,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,08/06/2024 16:00,6.22,CUST-1012,Germany
100353,SKU-PER-001,Antibacterial Hand Soap 300ml,4,22-09-2024 10:00,3.98,CUST-1096,Germany
100353,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,28-04-2024 08:00,3.36,CUST-1026,France
100353,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,12/13/2024 01:00,3.36,CUST-1113,United States
100354,SKU-DRY-002,Extra Virgin Olive Oil 750ml,10,2024-05-21 03:00:00,16.24,CUST-1337,Germany
100354,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,04-06-2024 21:00,11.65,CUST-1472,Australia
100354,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,07/30/2024 10:00,5.38,CUST-1193,United Kingdom
100355,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,2024-06-22 00:00:00,15.35,CUST-1326,United Kingdom
100355,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,02/15/2024 09:00,15.54,CUST-1145,Germany
100355,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,2024-03-15 01:00:00,5.0,CUST-1265,Canada
100356,SKU-BEV-002,Organic Green Tea 500ml,4,2024-06-05 02:00:00,2.69,CUST-1224,Canada
100356,SKU-BEV-001,Cold Brew Coffee 250ml,6,12/09/2024 19:00,3.44,CUST-1128,Germany
100356,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,2024/02/08,4.8,CUST-1369,Canada
100357,SKU-SNK-001,,4,26-12-2024 19:00,3.41,CUST-1273,France
100357,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,2,07-08-2024 14:00,0.0,,Canada
100357,SKU-BEV-002,Organic Green Tea 500ml,5,2024-06-02 06:00:00,2.6,CUST-1144,Canada
100358,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,2024/06/11,4.46,CUST-1274,United Kingdom
100358,SKU-PER-002,Moisturizing Face Cleanser 150ml,9,2024/04/29,9.59,CUST-1235,Australia
100358,SKU-DRY-001,Basmati Long Grain Rice 5kg,8,26-03-2024 08:00,14.48,CUST-1237,Germany
100359,SKU-BEV-003,Sparkling Mineral Water 1L,6,12/27/2024 18:00,1.83,CUST-1186,Australia
100359,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,05-10-2024 16:00,4.45,CUST-1426,Australia
100359,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,28-05-2024 06:00,2.89,CUST-1355,Australia
100360,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,2024/04/16,4.91,CUST-1390,Germany
100360,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,2024-12-28 05:00:00,0.0,CUST-1027,United States
100360,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,08/31/2024 12:00,4.51,CUST-1463,Canada
100361,SKU-BEV-003,Sparkling Mineral Water 1L,6,16-07-2024 19:00,2.01,CUST-1316,Australia
100361,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,07/10/2024 23:00,12.96,CUST-1195,Canada
100361,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024/09/04,4.46,CUST-1453,United States
100362,SKU-BEV-002,Organic Green Tea 500ml,6,04/30/2024 23:00,2.8,CUST-1100,Germany
100362,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,7,26-02-2024 17:00,4.27,CUST-1435,Australia
100362,SKU-DRY-003,Whole Grain Pasta 500g,5,2024/01/17,2.29,CUST-1172,France
100363,SKU-PER-002,Moisturizing Face Cleanser 150ml,1,2024-11-08 17:00:00,11.11,CUST-1154,Canada
100363,SKU-BEV-001,Cold Brew Coffee 250ml,7,2024/07/03,4.41,CUST-1482,Germany
100363,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,11-07-2024 06:00,15.25,CUST-1458,United Kingdom
100364,SKU-BEV-002,Organic Green Tea 500ml,7,2024-06-14 20:00:00,2.54,,France
100364,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,02/18/2024 01:00,7.41,CUST-1313,France
100364,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,02/25/2024 09:00,4.08,,Germany
100365,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,11/20/2024 23:00,3.18,CUST-1440,United Kingdom
100365,SKU-BEV-002,Organic Green Tea 500ml,4,04/30/2024 01:00,2.55,CUST-1096,Germany
100365,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,2024/04/20,3.08,CUST-1422,United Kingdom
100366,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,20-06-2024 19:00,8.68,CUST-1418,France
100366,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024-10-31 10:00:00,3.68,CUST-1310,United States
100366,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/08/05,3.74,CUST-1381,Australia
100367,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/08/28,4.38,CUST-1460,United Kingdom
100367,SKU-HOU-002,,5,2024/09/20,5.42,CUST-1187,France
100367,SKU-BEV-003,Sparkling Mineral Water 1L,3,05/05/2024 13:00,1.6,CUST-1155,Australia
100368,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024/11/28,2.68,CUST-1034,France
100368,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,04/06/2024 13:00,5.02,CUST-1173,France
100368,SKU-PER-001,Antibacterial Hand Soap 300ml,7,03/24/2024 04:00,4.09,CUST-1242,Canada
100369,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,22-05-2024 23:00,3.35,CUST-1143,Australia
100369,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,05/12/2024 16:00,3.97,CUST-1416,Canada
100369,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,14-01-2024 05:00,5.15,CUST-1308,France
100370,SKU-DRY-002,,6,09/22/2024 22:00,12.95,CUST-1324,Germany
100370,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,09-04-2024 18:00,13.69,CUST-1096,Australia
100370,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,02/11/2024 08:00,5.08,CUST-1152,United Kingdom
100371,SKU-BEV-001,Cold Brew Coffee 250ml,2,2024-10-14 16:00:00,4.58,CUST-1227,United States
100371,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,07/07/2024 09:00,13.03,CUST-1444,Canada
100371,SKU-SNK-003,Dark Chocolate 70% Bar 100g,4,2024-09-13 00:00:00,3.19,,Australia
100372,SKU-BEV-001,Cold Brew Coffee 250ml,8,2024-12-15 07:00:00,3.99,CUST-1083,United Kingdom
100372,SKU-SNK-003,Dark Chocolate 70% Bar 100g,7,31-08-2024 18:00,2.87,CUST-1404,United Kingdom
100372,SKU-BEV-002,Organic Green Tea 500ml,4,2024/05/21,2.77,CUST-1012,France
100373,SKU-BEV-001,Cold Brew Coffee 250ml,5,01/29/2024 19:00,4.53,CUST-1324,United States
100373,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,2,2024-12-02 00:00:00,5.57,CUST-1298,Germany
100373,SKU-PER-001,Antibacterial Hand Soap 300ml,5,09/08/2024 07:00,3.62,CUST-1191,United Kingdom
100374,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,23-06-2024 22:00,4.83,CUST-1495,Australia
100374,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,2024-05-06 04:00:00,3.21,CUST-1382,France
100374,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,26-07-2024 02:00,4.4,CUST-1012,United Kingdom
100375,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,7,08/15/2024 23:00,6.93,CUST-1471,Australia
100375,SKU-HOU-002,,5,2024-06-18 15:00:00,5.52,CUST-1476,Canada
100375,SKU-PER-001,Antibacterial Hand Soap 300ml,3,2024-04-18 21:00:00,3.86,,United States
100376,SKU-BEV-001,Cold Brew Coffee 250ml,8,22-03-2024 23:00,4.51,CUST-1325,France
C100376,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,-6,11/21/2024 07:00,4.41,CUST-1138,Australia
100376,SKU-HOU-001,,5,04/14/2024 15:00,3.34,CUST-1498,United States
100377,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,7,10-07-2024 17:00,4.64,CUST-1353,United States
100377,SKU-BEV-001,Cold Brew Coffee 250ml,8,2024/10/24,4.28,CUST-1420,United Kingdom
100377,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,09/10/2024 10:00,4.66,CUST-1392,France
100378,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,05-10-2024 09:00,13.43,CUST-1230,France
100378,SKU-BEV-001,Cold Brew Coffee 250ml,7,08/22/2024 11:00,4.39,CUST-1417,France
100378,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024-10-13 00:00:00,6.54,CUST-1482,United Kingdom
100379,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,2024/08/16,5.43,CUST-1201,Germany
100379,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,03/13/2024 15:00,4.28,,Australia
100379,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024-04-08 13:00:00,15.61,CUST-1487,United States
100380,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,2,03/23/2024 15:00,4.78,CUST-1183,United States
100380,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,3,2024/08/22,5.69,CUST-1347,United States
100380,SKU-SNK-003,Dark Chocolate 70% Bar 100g,4,22-01-2024 04:00,3.18,CUST-1317,France
100381,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024-09-16 09:00:00,3.5,CUST-1425,United States
100381,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,08/18/2024 07:00,3.68,CUST-1314,United States
100381,SKU-PER-001,Antibacterial Hand Soap 300ml,2,2024/01/20,3.96,CUST-1370,Australia
100382,SKU-DRY-003,Whole Grain Pasta 500g,6,12/01/2024 06:00,1.97,CUST-1079,United States
100382,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,2024-06-19 00:00:00,15.17,CUST-1114,France
100382,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,2024/06/05,12.83,CUST-1309,Canada
100383,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,2024-10-20 12:00:00,4.79,,France
100383,SKU-BEV-002,Organic Green Tea 500ml,5,29-02-2024 13:00,2.47,CUST-1070,United Kingdom
100383,SKU-BEV-003,Sparkling Mineral Water 1L,6,2024/05/14,1.82,CUST-1298,Australia
100384,  SKU-SNK-001  ,Artisan Sea Salt Potato Chips 150g,5,10-04-2024 14:00,2.55,CUST-1340,Australia
100384,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,03-04-2024 13:00,5.22,CUST-1050,Australia
100384,SKU-DRY-003,Whole Grain Pasta 500g,5,02/18/2024 09:00,1.96,CUST-1037,United Kingdom
100385,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,09/03/2024 22:00,13.97,CUST-1098,Germany
100385,SKU-PER-001,Antibacterial Hand Soap 300ml,6,06/02/2024 09:00,4.26,CUST-1123,Germany
100385,SKU-BEV-002,Organic Green Tea 500ml,3,2024-10-22 10:00:00,2.64,,Germany
100386,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,21-08-2024 02:00,5.62,CUST-1387,France
100386,SKU-DRY-003,Whole Grain Pasta 500g,3,2024/04/03,2.5,,Germany
100386,SKU-PER-001,Antibacterial Hand Soap 300ml,2,12/16/2024 13:00,4.77,CUST-1422,France
100387,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,9,10/16/2024 08:00,4.9,CUST-1185,Australia
100387,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,2,11/11/2024 20:00,4.68,CUST-1172,France
100387,SKU-SNK-003,Dark Chocolate 70% Bar 100g,11,2024/06/16,3.36,CUST-1129,Canada
100388,SKU-DRY-001,Basmati Long Grain Rice 5kg,6,2024-01-03 05:00:00,14.66,CUST-1141,Canada
100388,SKU-BEV-001,Cold Brew Coffee 250ml,7,2024/10/18,3.85,CUST-1410,United States
100388,SKU-SNK-002,,4,14-03-2024 08:00,5.89,CUST-1030,Germany
100389,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,08-07-2024 05:00,4.03,CUST-1430,United States
100389,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,05/30/2024 02:00,3.0,CUST-1379,Germany
100389,SKU-BEV-002,,4,03/06/2024 07:00,2.46,CUST-1054,France
100390,SKU-PER-001,Antibacterial Hand Soap 300ml,1,2024/09/20,3.72,CUST-1196,Canada
100390,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,07/04/2024 11:00,5.42,CUST-1315,Canada
100390,SKU-SNK-003,Dark Chocolate 70% Bar 100g,9,2024-04-08 15:00:00,3.17,CUST-1207,France
100391,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,2024/09/16,3.05,CUST-1011,Germany
100391,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024/12/01,3.5,CUST-1133,United Kingdom
100391,SKU-PER-001,Antibacterial Hand Soap 300ml,7,12/19/2024 01:00,4.08,CUST-1047,Australia
100392,SKU-BEV-002,Organic Green Tea 500ml,2,24-12-2024 13:00,2.76,CUST-1159,United States
100392,SKU-BEV-002,Organic Green Tea 500ml,6,02/05/2024 14:00,2.43,CUST-1308,United States
100392,SKU-SNK-002,,6,2024-05-02 00:00:00,5.27,CUST-1402,United Kingdom
100393,SKU-DRY-003,Whole Grain Pasta 500g,8,2024-01-15 03:00:00,2.17,CUST-1188,Germany
100393,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,2024-04-29 13:00:00,14.96,CUST-1147,Canada
100393,SKU-DRY-001,Basmati Long Grain Rice 5kg,2,2024/10/02,12.42,CUST-1384,Canada
100394,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,12/07/2024 03:00,6.69,CUST-1211,Germany
100394,SKU-SNK-003,Dark Chocolate 70% Bar 100g,7,11/28/2024 14:00,3.56,CUST-1388,France
C100394,SKU-DRY-001,Basmati Long Grain Rice 5kg,-2,06/15/2024 21:00,12.75,CUST-1451,United Kingdom
100395,SKU-BEV-001,Cold Brew Coffee 250ml,2,06/16/2024 12:00,3.75,CUST-1334,United States
100395,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,2024/12/15,3.63,CUST-1259,United States
C100395,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,-7,2024-07-03 01:00:00,3.91,CUST-1235,Germany
100396,SKU-BEV-001,Cold Brew Coffee 250ml,5,2024-12-18 22:00:00,3.91,CUST-1383,United States
100396,SKU-BEV-003,Sparkling Mineral Water 1L,6,14-09-2024 23:00,1.91,CUST-1047,Germany
C100396,SKU-BEV-001,Cold Brew Coffee 250ml,-9,31-01-2024 01:00,3.89,CUST-1218,Germany
100397,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024-01-01 09:00:00,3.19,CUST-1084,Canada
100397,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,09-11-2024 18:00,11.04,CUST-1455,France
100397,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,08/10/2024 21:00,10.26,CUST-1125,United States
100398,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,12-08-2024 00:00,5.33,CUST-1054,Australia
100398,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,05/29/2024 11:00,4.39,CUST-1214,Germany
100398,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-11-24 11:00:00,1.55,CUST-1500,Germany
100399,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,2024/11/28,2.73,CUST-1411,United Kingdom
100399,SKU-PER-001,Antibacterial Hand Soap 300ml,5,2024-09-14 06:00:00,4.55,CUST-1478,France
100399,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024/01/02,4.57,CUST-1182,United States
100400,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,30-07-2024 11:00,479.0,CUST-1404,Canada
100400,SKU-DRY-002,Extra Virgin Olive Oil 750ml,2,14-03-2024 09:00,14.61,,Germany
100400,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,2024-12-17 11:00:00,4.67,CUST-1242,Germany
100401,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024/07/19,5.97,CUST-1236,United Kingdom
100401,SKU-BEV-001,Cold Brew Coffee 250ml,4,03/21/2024 08:00,3.57,CUST-1296,Canada
100401,SKU-BEV-002,Organic Green Tea 500ml,7,07/25/2024 12:00,2.39,,Germany
100402,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,2024/12/05,6.91,CUST-1494,France
100402,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,2024-05-05 14:00:00,4.43,CUST-1021,United Kingdom
100402,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,07/08/2024 16:00,15.68,CUST-1190,United States
100403,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,12/08/2024 01:00,6.81,CUST-1455,Australia
100403,SKU-PER-001,Antibacterial Hand Soap 300ml,1,2024/05/14,3.66,CUST-1386,Germany
100403,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,2024/02/12,12.85,CUST-1427,Canada
100404,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,01/27/2024 10:00,0.0,CUST-1113,Canada
100404,SKU-BEV-001,Cold Brew Coffee 250ml,6,2024-10-20 13:00:00,3.72,CUST-1256,France
100404,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024-07-28 00:00:00,10.09,CUST-1473,Australia
100405,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-05-16 17:00:00,1.87,CUST-1383,United Kingdom
100405,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/06/24,10.68,CUST-1277,France
100405,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024-03-23 21:00:00,1.94,CUST-1391,United States
100406,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024/12/30,6.72,CUST-1090,United Kingdom
100406,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,2024-01-13 10:00:00,5.23,CUST-1473,Germany
100406,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,2024/09/22,7.11,CUST-1396,France
100407,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,2024/06/03,3.68,,Australia
100407,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,11-09-2024 07:00,11.4,CUST-1304,United States
100407,SKU-DRY-002,Extra Virgin Olive Oil 750ml,9,03-12-2024 11:00,15.74,CUST-1217,United States
100408,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,7,03-04-2024 11:00,5.13,CUST-1186,Germany
100408,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,2024-01-16 12:00:00,13.82,CUST-1436,United States
100408,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,15-08-2024 20:00,5.02,CUST-1430,Australia
100409,SKU-BEV-002,Organic Green Tea 500ml,4,21-07-2024 21:00,2.81,CUST-1170,United States
100409,SKU-BEV-002,Organic Green Tea 500ml,5,2024-01-03 17:00:00,2.72,CUST-1481,United Kingdom
100409,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-05-06 09:00:00,1.64,CUST-1442,United Kingdom
100410,SKU-BEV-001,Cold Brew Coffee 250ml,4,23-12-2024 00:00,4.4,CUST-1313,United Kingdom
100410,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,08/23/2024 00:00,6.17,CUST-1063,Germany
100410,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024-01-01 23:00:00,13.43,CUST-1061,United Kingdom
100411,SKU-BEV-001,,6,06/06/2024 14:00,4.21,CUST-1294,United Kingdom
100411,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024/01/10,5.81,CUST-1166,Canada
100411,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/07/06,8.93,CUST-1484,Canada
100412,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024-10-25 15:00:00,4.93,CUST-1268,Canada
100412,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,2,06-04-2024 01:00,4.69,CUST-1178,United Kingdom
100412,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,2024/07/07,3.87,CUST-1330,United Kingdom
100413,SKU-DRY-003,Whole Grain Pasta 500g,5,12/13/2024 22:00,2.2,CUST-1409,Canada
100413,SKU-PER-001,Antibacterial Hand Soap 300ml,1,03/14/2024 03:00,3.92,CUST-1294,Australia
100413,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,2024-12-05 07:00:00,10.79,CUST-1246,United States
100414,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,17-10-2024 00:00,3.54,CUST-1288,Canada
100414,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,7,16-06-2024 04:00,2.96,CUST-1490,France
100414,SKU-PER-001,Antibacterial Hand Soap 300ml,2,04/03/2024 12:00,4.21,CUST-1499,France
